Product Id,Product Handle,Product Title,Product Subtitle,Product Thumbnail,Product Collection Title,Product Collection Handle,Product Tags,Product Discountable,Product Metadata,Price PEN,Image 1 Url,Image 2 Url,Image 3 Url
prod_01JY4N999RHTP2G6HX2J82AW2Z,av-paseo-de-la-republica-jr-scipion-llona-hacia-miraflores,Av. Paseo de la Republica / Jr. Scipion Llona - Hacia Miraflores,Av. Pase De La Republica / Jr. Scipion Llona,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MI 004-1750357978180.JPG,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""310855"",""nearby"":""Via Expresa, cerca a Av. Aramburu, Domingo Orue "",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.107136"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""720"",""height_px"":""360"",""longitude"":""-77.027294"",""impressions"":""890"",""restrictions"":""ingreso al zanjón pasando Aramburu justo previo al cruce con Domingo orue"",""impression_duration"":""10""}",220.3,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MI 004-1750357983162.JPG,,
prod_01JY4N998NG6T7JGFMH2KAZ6WM,bonilla-hacia-san-isidro,Bonilla hacia San Isidro,Av. Del Ejercito / Estadio Bonilla,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1276 (1)-1750357015472.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media"",""impact"":""247716"",""nearby"":""Bajada y subida al circuito de playa, Mercado San Isidro, Estadio Bonilla "",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.109182"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""720"",""height_px"":""360"",""longitude"":""-77.053067"",""impressions"":""890"",""impression_duration"":""10""}",289.1,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1276 (1)-1750357023400.jpg,,
prod_01JY4N99971R1WMJTMV7BNSGXP,av-paseo-de-la-republica-jr-scipion-llona-hacia-san-isidro,Av. Paseo de la Republica / Jr. Scipion Llona - Hacia San isidro,Av. Pase De La Republica / Jr. Scipion Llona,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/ORUE3 (2)-1750357929223.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media"",""impact"":""320439"",""nearby"":""Via Expresa, cerca a Av. Aramburu, Domingo Orue "",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.107136"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""720"",""height_px"":""360"",""longitude"":""-77.027294"",""impressions"":""890"",""restrictions"":""ingreso al zanjón pasando Aramburu justo previo al cruce con Domingo orue"",""impression_duration"":""10""}",220.3,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/ORUE3 (2)-1750357935885.jpg,,
prod_01JY4N9971K7D4KERFE22RD4GW,bonilla-hacia-miraflores,Bonilla hacia Miraflores,Av. Del Ejercito / Estadio Bonilla,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/YTUQPLANES2 (1)-1750357049223.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media"",""impact"":""251844"",""nearby"":""Bajada y subida al circuito de playa, Mercado San Isidro, Estadio Bonilla "",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.109182"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""720"",""height_px"":""360"",""longitude"":""-77.053067"",""impressions"":""890"",""impression_duration"":""10""}",289.1,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/YTUQPLANES2 (1)-1750357056611.jpg,,
prod_01JY4N99A9VZBRRF7FGSF1X1ZJ,av-petit-thouars-ca-gral-pershing-cdra-2-hacia-av-arequipa,Av. Petit Thouars / Ca. Gral Pershing Cdra 2 - Hacia Av. Arequipa,Av. Petit Thouars / Ca. Gral Pershing Cdra 2,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MARSANO2 (1)-1750358073877.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""181943"",""nearby"":""Av. Arequipa, Hiraoka, Compu Palace, teatro Marsano "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.117112"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.028133"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MARSANO2 (1)-1750358081356.jpg,,
prod_01JY4N99ASYNTHCGT28MRM0W9P,av-petit-thouars-ca-gral-pershing-cdra-2-hacia-mercado-surquillo-nr-2,Av. Petit Thouars / Ca. Gral Pershing Cdra 2 -Hacia Mercado Surquillo Nr.2,Av. Petit Thouars / Ca. Gral Pershing Cdra 2,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1220-1750357110264.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""188657"",""nearby"":""Av. Arequipa, Hiraoka, Compu Palace, teatro Marsano "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.116948"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.02757"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1220-1750357118199.jpg,,
prod_01JY4N99CJ08DRR0CN4HB17MS2,av-reducto-con-av-balboa,Av.  Reducto con Av. Balboa,Av. 28 De Julio / Balboa,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1359 (1)-1750358177293.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""216754"",""nearby"":""Mercado 28, Pasteleria San Antonio, Balboa Strip Mall, Ibis Hotel, Aloft Hotel "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.129311"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.0239"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1359 (1)-1750358185344.jpg,,
prod_01JY4N99BTV503M68MAJ8GPJM7,av-pardo-cdra-12-av-comandante-espinar-hacia-malecon,Av. Pardo Cdra 12 / Av. Comandante Espinar - Hacia Malecón,Av. Pardo Cdra 12 / Av. Comandante Espinar,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1252 (2)-1750358380095.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""167061"",""nearby"":""Restaurantes, Bancos, Oficinas, Embajada de Brasil "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.119059"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.036917"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1252 (2)-1750358387202.jpg,,
prod_01JY4N99D2SSRKRVAWMY3JD2KB,av-reducto-hacia-barranco,Av. Reducto hacia Barranco,Av. 28 De Julio / Reducto,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1373-1750357205860.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""223833"",""nearby"":""Mercado 28, Pasteleria San Antonio, Balboa Strip Mall, Ibis Hotel, Aloft Hotel "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.129311"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.0239"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1373-1750357214238.jpg,,
prod_01JY4N99DKNDNZZKKY1M8AAZ2P,av-28-de-julio-av-tejada-hacia-via-expresa,Av. 28 de Julio / Av. Tejada - Hacia Vía Expresa,Av. 28 De Julio / Tejada,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1319 (1)-1750357468921.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""140113"",""nearby"":""BBVA, Restaurantes, Strip Mall 28 de Julio"",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.130542"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.019543"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1319 (1)-1750357474768.jpg,,
prod_01JY4N99BAFRFWSEMFZTPJK5SX,av-pardo-cdra-12-av-jorge-chavez-hacia-ovalo-guitierrez,Av. Pardo Cdra 12 / Av. Jorge Chavez - Hacia Ovalo Guitierrez,Av. Pardo Cdra 12 / Av. Comandante Espinar,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1238 (1)-1750358297360.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""164518"",""nearby"":""Restaurantes, Bancos, Oficinas, Embajada de Brasil "",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.119059"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.036917"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/0D4A1238 (1)-1750358313313.jpg,,
prod_01JY4N99E3V88D6RQNCTZ40S0Q,av-28-de-julio-av-tejada-hacia-república-de-panama,Av. 28 de Julio / Av. Tejada - Hacia República de Panamá,Av. 28 De Julio / Tejada,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MI 012-1750357525750.jpg,SMART MEDIA,smart-media,PE,TRUE,"{""aliado"":""Smart Media "",""impact"":""120592"",""nearby"":""BBVA, Restaurantes, Strip Mall 28 de Julio"",""country"":""PE"",""width_m"":""3"",""height_m"":""5"",""latitude"":""-12.130542"",""location"":""Miraflores ,Lima ,Lima "",""width_px"":""480"",""height_px"":""605"",""longitude"":""-77.019543"",""impressions"":""890"",""impression_duration"":""10""}",138,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MI 012-1750357535704.jpg,,
prod_01JRG9EJCY0V448C00JJX3R197,avenida-nicolas-ayllón,Avenida Nicolás Ayllón,Av. Nicolas Ayllón (50 Metros Antes De La Puerta Del Cc. Real Plaza Puruchuco) – Ate,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD28A- PURUCHUCO-1744304445282.jpeg,LEDEX,ledex,PE,TRUE,"{""aliado"":""LEDEX"",""impact"":""145707"",""nearby"":""real plaza puruchuco"",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.04129"",""location"":""Ate, Lima, Lima"",""width_px"":""800"",""height_px"":""360"",""longitude"":"" -76.93438"",""impressions"":""35650"",""restrictions"":""Tabaco y Licores a 500 metros de colegios"",""impression_duration"":""7""}",255.67,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD28A- PURUCHUCO-1744304452648.jpeg,,
prod_01JRG9EJBP2ZKWSJWMBPSMSP29,benavides-1051-miraflores,Benavides 1051 - Miraflores,"Benavides 1051, Miraflores",https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD27A-BENAVIDES-1744304488848.jpeg,LEDEX,ledex,PE,TRUE,"{""aliado"":""LEDEX"",""impact"":""181272"",""nearby"":""estación benavides "",""country"":""PE"",""width_m"":""12.8"",""height_m"":""6"",""latitude"":""-12.12555"",""location"":""Miraflores, Lima, Lima"",""width_px"":""768"",""height_px"":""384"",""longitude"":""-77.02147"",""impressions"":""69030"",""restrictions"":""Tabaco y Licores a 500 metros de colegios"",""impression_duration"":""7""}",472,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD27A-BENAVIDES-1744304494370.jpeg,,
prod_01JN6E6W4XBEWZ26S6CY8BTNX4,piura-av-sanchez-cerro,Piura - Av. Sanchez Cerro,Av. Sanchez Cerro Cuadra 12 – Piura,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/DiseÃ±o sin tÃ­tulo (7)-1741186335939.png,SMART PANEL,smartpanel,PE,TRUE,"{""aliado"":""smartpanel"",""impact"":""26448"",""nearby"":""Al costado del mercado Modelo de Piura"",""country"":""PE"",""width_m"":""8"",""height_m"":""4"",""latitude"":""-5.189955"",""location"":""Piura, Piura, Piura"",""width_px"":""768"",""height_px"":""384"",""longitude"":""-80.63276"",""impressions"":""720"",""impression_duration"":""8 s""}",191.2,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/DiseÃ±o sin tÃ­tulo (7)-1741186344849.png,,
prod_01JN6E1F3HCX3P9B8FRNE5APVY,centro-comercial-minka-plaza-outlet,Centro Comercial Minka - Plaza Outlet,C.C. Minka Av. Argentina 3093 - Callao – Callao,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/DiseÃ±o sin tÃ­tulo (6)-1741202217260.png,SMART PANEL,smartpanel,PE,TRUE,"{""aliado"":""smartpanel"",""impact"":""13800"",""nearby"":""En el centro de la Zona Financiera"",""country"":""PE"",""width_m"":""2"",""height_m"":""4"",""latitude"":""-12.04801"",""location"":""Callao, Callao, Callao"",""width_px"":""416"",""height_px"":""832"",""longitude"":""-77.11152"",""impressions"":""630"",""restrictions"":"" el panel tiene 3 vistas (3 lados)"",""impression_duration"":""8 s""}",292.1,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/DiseÃ±o sin tÃ­tulo (6)-1741202258511.png,,
prod_01JN6E1F64MY6GZ7BC14HYTQ9B,abancay-av-venezuela-con-paseo-los-artesanos,Abancay - Av. Venezuela con Paseo los Artesanos,Av. Venezuela Con Paseo Los Artesanos – Abancay,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/ABY-001-1740756512329.jpg,SMART PANEL,smartpanel,PE,TRUE,"{""aliado"":""smartpanel"",""impact"":""34066"",""nearby"":""Berma central Parque las Americas"",""country"":""PE"",""width_m"":""6"",""height_m"":""3"",""latitude"":""-13.634478"",""location"":""Abancay, Abancay, Apurimac"",""width_px"":""576"",""height_px"":""288"",""longitude"":""-72.886666"",""impressions"":""630"",""impression_duration"":""8 s""}",159.3,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/ABY-001-1740756518369.jpg,,
prod_01JN6E1F453N006AANQBKF802N,centro-comercial-minka-plaza-central,Centro Comercial Minka - Plaza Central,C.C. Minka Av. Argentina 3093 - Callao – Callao,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MIK-002-1740757065760.jpg,SMART PANEL,smartpanel,PE,TRUE,"{""aliado"":""smartpanel"",""impact"":""10800"",""nearby"":""Plaza central cerca H&M, Smart Fit , Banbif , bembos, Montalvo, Coolbox , Inkafarma , KFC, Norkys, otos)"",""country"":""PE"",""width_m"":""10"",""height_m"":""6"",""latitude"":""-12.04801"",""location"":""Callao, Callao, Callao"",""width_px"":""960"",""height_px"":""576"",""longitude"":""-77.111477"",""impressions"":""630"",""impression_duration"":""8 s""}",318.6,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MIK-002-1740757069757.jpg,,
prod_01JN6E1F4KNGGM8NM7CX95QYPK,centro-comercial-minka-boulevard-metro,Centro Comercial Minka - Boulevard Metro,C.C. Minka Av. Argentina 3093 - Callao – Callao,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MIK-003-1740757013490.jpg,SMART PANEL,smartpanel,PE,TRUE,"{""aliado"":""smartpanel"",""impact"":""9000"",""nearby"":""Ubicada en pabellón 9 zona de telefónica"",""country"":""PE"",""width_m"":""6"",""height_m"":""3"",""latitude"":""-12.048052"",""location"":""Callao, Callao, Callao"",""width_px"":""864"",""height_px"":""432"",""longitude"":""-77.11137"",""impressions"":""630"",""impression_duration"":""8 s""}",292.1,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/MIK-003-1740757016848.jpg,,
prod_01JD9ZH2JBWSPVQ89P78X33AT1,pórtico-led-jr-gamarra,PÓRTICO LED JR. GAMARRA,"Jr. Gamarra Con Jr. Unanue, La Victoria. – La Victoria",https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD-ECG-06-07-1732280929805.jpg,DARDOS OOH,dardos-ooh,PE,TRUE,"{""aliado"":""DARDOS OOH"",""impact"":""230015"",""nearby"":""Emporio Comercial Gamarra, cerca a la estación Gamarra del tren, Bancos, Galerías, Tiendas"",""country"":""PE"",""width_m"":""6"",""height_m"":""7"",""latitude"":""-12.06519"",""location"":""La Victoria,Lima,Lima"",""width_px"":""1920"",""height_px"":""810"",""longitude"":""-77.01341"",""impressions"":""576"",""restrictions"":""Bebidas alcohólicas, Tabaco, Cigarros Electrónicos, Servicios sexuales"",""impression_duration"":""7""}",790,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD-ECG-06-07-1732280936001.jpg,,
prod_01JD9ZH2HTPH7DGC1T37C06K9J,vía-expresa-diez-canseco,VÍA EXPRESA DIEZ CANSECO,Av. Paseo De La República Cdra. 57 Con Av. Diez Canseco Cdra. 5. – Miraflores,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD-013-MRF-1732280878779.jpg,DARDOS OOH,dardos-ooh,PE,TRUE,"{""aliado"":""DARDOS OOH"",""impact"":""578891"",""nearby"":""Vía Expresa salida Diez Canseco cruce con semáforo"",""country"":""PE"",""width_m"":""12"",""height_m"":""6"",""latitude"":""-12.12212"",""location"":""Miraflores,Lima,Lima"",""width_px"":""2160"",""height_px"":""1080"",""longitude"":""-77.02464"",""impressions"":""576"",""restrictions"":""Bebidas alcohólicas, Tabaco, Cigarros Electrónicos, Servicios sexuales"",""impression_duration"":""7""}",420,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PD-013-MRF-1732280887016.jpg,,
prod_01JD9ZH2GJHAVSP2YVBCGY176D,los-ángeles-unicachi,Los Ángeles Unicachi,Av. Los Angeles Con Av. Metropolitana – Comas,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/UNICACHI-1732281594621.jpg,GPO,gpo,PE,TRUE,"{""aliado"":""GPO"",""impact"":""348464"",""nearby"":""Frente al C.C. Mall Plaza - Comas"",""country"":""PE"",""width_m"":""10"",""height_m"":""2.8"",""latitude"":""-11.9380004"",""location"":""Comas,Lima,Lima"",""width_px"":""1280"",""height_px"":""358"",""longitude"":""-77.0676179"",""impressions"":""684"",""impression_duration"":""10""}",293.82,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/UNICACHI-1732281600899.jpg,,
prod_01JBM432QD7V50XE1YTWX7D1D2,ovalo-pachacutec,Óvalo Pachacútec,Alameda Pachacútec con Av. Jose Antonio De Sucre – Cusco,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CUS109DU-1730475306373.jpg,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""18249"",""nearby"":""Ruta de ingreso al centro de la ciudad, frente al Óvalo Pachácutec. Al lado del Grifo PECSA. A 5 cuadras de los C.C. Molino 1 y Molino 2. En camino al Estadio Garcilaso."",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.4"",""latitude"":""-13.5317"",""location"":""Cusco, Cusco, Cusco"",""width_px"":""1728"",""height_px"":""720"",""longitude"":""-71.96894"",""impressions"":""700"",""impression_duration"":""8""}",300,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CUS109DU-1730475306373.jpg,,
prod_01JBM432PJ1MXVV8CYHK39JD6N,mariscal-castilla-cayma,Mariscal Castilla Cayma,Av. Mariscal Castilla Esquina Con Av. Venezuela – Cayma,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/AQP126DA-1730475408402.png,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""38743"",""nearby"":""Con ruta de salida del Centro de Ciudad. Vista del By Pass hacia el estadio la UNSA. Zona comercial, farmacias, financieras y zona ferretera CC La Negrita, zona microempresas "",""country"":""PE"",""width_m"":""10.24"",""height_m"":""4.8"",""latitude"":""-16.4022222"",""location"":""Cayma,Arequipa,Arequipa"",""width_px"":""1536"",""height_px"":""720"",""longitude"":""-71.5176598"",""impressions"":""700"",""impression_duration"":""8""}",250,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/AQP126DA-1730475411227.png,,
prod_01JBM432P05E6H0TQZEK7CSA7P,ejercito-con-cayma,Av. Ejército con Cayma,"Av. Ejército Con Cayma, Altos Centro Comercial Cayma – Cayma",https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/AQP125DU-1730475334917.png,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""39384"",""nearby"":""Altos del CC Cayma. Ruta hacia el centro de la ciudad. Entre los centros comerciales Real Plaza y Mall Plaza Cayma. Zona Comercial, Tiendas , Farmacias, Restaurantes, Zona Financiera y Bancos "",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.4"",""latitude"":""-16.38955"",""location"":""Cayma,Arequipa,Arequipa"",""width_px"":""1728"",""height_px"":""720"",""longitude"":""-71.54735"",""impressions"":""700"",""impression_duration"":""8""}",400,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/AQP125DU-1730475333484.png,,
prod_01JBM432SVS02QHJ9BZ9SSX09X,expomall,Expomall,Av. Mansiche con Av. América Oeste (Cruce con Av. Pablo Casal) – Trujillo,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/TRU271DU-1730475056309.jpg,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""21893"",""nearby"":""Llegada al Mall Plaza  viniendo del Ovalo Mochica por la Av. América Oeste. Ingreso al Metro -  altos al C.C Expo Mall (ex Penta Mall)  Ruta hacia la Corte Superior y centro de la ciudad. Frente al Centro Cultural Peruano Japonés "",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.6"",""latitude"":""-8.10169"",""location"":""Trujillo,Trujillo,La Libertad"",""width_px"":""2700"",""height_px"":""1215"",""longitude"":""-79.04474"",""impressions"":""700"",""impression_duration"":""8""}",300,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/TRU271DU-1730475056309.jpg,,
prod_01JBM432PZSQWZWHRS2X5PWM2Z,real-plaza-chiclayo,Real Plaza Chiclayo,Av. Francisco Bolognesi Frente A C.C Real Plaza – Chiclayo,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CIX051DU-1730475030513.png,PUBLICOM,publicom,PE,TRUE,{},400,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CIX051DU-1730475034226.png,,
prod_01JBM432SERQFHVJNFJNTAKX7Y,real-plaza-piura,Real Plaza Piura,Av. Sánchez Cerro Con Av. Vice. Frente Al Real Plaza. – Piura,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PIU318DU-1730474991365.jpg,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""24425"",""nearby"":""Residencial Angamos; zona aledaña a la Universidad  Particular UDEP y al  Hotel Oro Verde. Grifos, BBVA, BCP, TAHITI BLUE."",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.6"",""latitude"":""-5.18713"",""location"":""Piura,Piura,Piura"",""width_px"":""1536"",""height_px"":""720"",""longitude"":""-80.64133"",""impressions"":""700"",""impression_duration"":""8""}",400,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/PIU318DU-1730474991365.jpg,,
prod_01JBM432R8TA7QK5YN8YE9JN86,plaza-constitución,Plaza Constitución,Paseo La Breña Con Calle Real. Frente A Plaza Constitución.  – Huancayo,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/HYO041DU-1730474736639.png,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""20537"",""nearby"":""Zona monumental, con vista  al Parque Constitución y de la Av. Giráldez. Zona financiera y comercial del centro de Huancayo. Altos de la casa del Artesano Cerca a colegios Maria Auxiliadora y Rosario "",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.6"",""latitude"":""-12.06856"",""location"":""Huancayo,Huancayo,Junin"",""width_px"":""2700"",""height_px"":""1215"",""longitude"":""-75.21047"",""impressions"":""700"",""impression_duration"":""8""}",300,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/HYO041DU-1730474736639.png,,
prod_01JBM432QTF9N9XESM62D01TMB,la-cultura-2,La Cultura 2,Av. La Cultura Cruce con Av. Manantiales – Cusco,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CUS310DA-1730474694641.jpg,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""35293"",""nearby"":""Ovalo “El Cóndor. Ruta de la Universidad Andina hacia el C.C. Real Plaza y centro de la ciudad. Al costado del colegio Pedro Paulet y Colegio Diego Quispe Tito. Zona cajas financiera. "",""country"":""PE"",""width_m"":""12"",""height_m"":""5"",""latitude"":""-13.52785"",""location"":""CUSCO,CUSCO,CUSCO"",""width_px"":""1728"",""height_px"":""720"",""longitude"":""-71.94073"",""impressions"":""700"",""impression_duration"":""8""}",400,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/CUS310DA-1730474694641.jpg,,
prod_01JBM432RNKHRYP0GV8H8C05SN,open-plaza,Open Plaza Huancayo,Av. Ferrocarril Con Prolongación San Carlos.  – Huancayo,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/HYO007DU-1730475559401.png,PUBLICOM,publicom,PE,TRUE,"{""aliado"":""PUBLICOM"",""impact"":""18459"",""nearby"":""Frente acceso al Open Plaza viniendo de distritos aledaños. Frente Open Plaza y terminal terrestre Los Andes. Ruta hacia el Real Plaza y centro de la ciudad. "",""country"":""PE"",""width_m"":""13.5"",""height_m"":""5.6"",""latitude"":""-12.06223"",""location"":""Huancayo,Huancayo,Junin"",""width_px"":""1536"",""height_px"":""720"",""longitude"":""-75.20877"",""impressions"":""700"",""impression_duration"":""8""}",400,https://tupantalla-uploads-prod.s3.us-east-1.amazonaws.com/medusa-storage/HYO007DU-1730475559401.png,,
